"Tweet text","Timestamp","Most important word","Polarity","Subjectivity","Retweets","ora","data","important tweets"
"Speaker saying that in jail, 4 arrested women had to share bathroom and male officers would walk by when they were exposed. #nypd #ows",1321432140,"bathroom","0.0","0.1",4,"03:29",,
"@nyclu demands investigation into the arrests of several journalists today at #occupywallstreet #ows",1321432920,"investigation","0.0","0.0",35,"03:42",,
"Critical programming note: many people still in jail as of GA. 200 arrests Mon night/Tue morning. 59 were still being held. #ows",1321433100,"programming","0.15","0.67",13,"03:45",,
"All journalists arrested at zucotti park today contact the nyclu at protest@nyclu.org., call 212 607 3300 #occupywallstreet #ows",1321433280,"nyclu","0.0","0.0",26,"03:48",,
"#OWS #GA ended, soapbox now open. First spkr on #NYPD mistreatment of women during arrests, calls 4 ppl 2 show support http://t.co/RnG5qTtN",1321433760,"spkr","0.12","0.42",2,"03:56",,
"5 arrested at Occupy Pittsburgh outside convention center where Halliburton was holding conference @OccupyPGH #OWS http://t.co/ekfx7udu",1321433760,"halliburton","-0.05","0.08",3,"03:56",,
"Young man almost arrested for trying to reclaim small water supply #ows",1321434300,"supply","-0.07","0.4",2,"04:05",,
"Young man almost arrested for trying to reclaim small water supply #ows",1321434480,"supply","-0.07","0.4",2,"04:08",,
"Let the #occupychicago movement stay in Grant Park w/o arrests http://t.co/772DzRwe #signon @Virtual_Neuron #ows #occupychicago #occupycal",1321434660,"occupychicago","0.0","0.0",2,"04:11",,
"Just catching up with Ray Kelly on NY1 -response to arrest of journalists is troubling: 'they shouldn't have been there either' #ows",1321435020,"troubling","0.6","0.9",9,"04:17",,
"UPDATE: #OWS protesters marching to 1 Police Plaza in support of female arrest victims http://t.co/8cKRaTDv #breakingnews",1321435080,"breakingnews","0.0","0.17",10,"04:18",,
"@aclu @nyclu Eamon O'Rourke arrested last night at #OWS. NYPD denied him access to medication for his very serious health condition.",1321435380,"eamon","-0.18","0.38",8,"04:23",,
"@ows Letterman Scoreboard | Zuccotti Park protesters arrested 70 Wall Street banksters arrested 0 #ows #owsatlanta",1321436760,"scoreboard","0.0","0.0",2,"04:46",,
"#OWS #OccupyCincy Police are arresting protesters now: http://t.co/SYE1qg89",1321437780,"occupycincy","0.0","0.0",4,"05:03",,
"Councilman @Ydanis says he was assaulted before his arrest at Zuccotti Park. STORY/VIDEO: http://t.co/aayK4Sil @IdaSiegal4NY #OWS",1321437840,"assaulted","0.0","0.0",7,"05:04",,
"An occupier was just arrested for a sleeping violation. #OWS #OccupyPhoenix",1321438620,"occupyphoenix","0.0","0.0",8,"05:17",,
"#OccupyCincinnati has been raided, mass arrests LIVE #OWS http://t.co/mzTJG6R0 http://t.co/Da1UkYY0",1321439580,"occupycincinnati","0.14","0.5",14,"05:33",,
"Score: Peaceful Occupy Protesters arrested: 4000+. Wall St execs who took swindled the world arrested: 0. #ows #occupyboston",1321440600,"swindled","0.25","0.5",3,"05:50",,
"Former Philly police chief at Zucotti now fully prepared to get arrested when the park closes. http://t.co/yZeJutOh #ows #opdx",1321443060,"closes","0.0","0.0",2,"06:31",,
"Shame on NYPD. I hope the 200 people arrested last night at #ows get out of jail soon. #occupychi stands with you. #solidarity #nov17 #n17",1321443780,"stands","-0.03","0.1",6,"06:43",,
"Philly PD Capt. Ray Lewis joins #ows #occupywallstreet says NYPD is shocked he is there and do not know how to respond or if to arrest him",1321444320,"shocked","-1.0","1.0",3,"06:52",,
"Over 70 NewYork protesters have been arrested. #OccupyWallStreet #OWS #NYPD",1321445340,"newyork","0.0","0.0",6,"07:09",,
"Just as they did last night at this time, police are announcing all must leave zuccotti or be arrested: #ows http://t.co/z4WoLt3q",1321445760,"announcing","-0.03","0.1",3,"07:16",,
"Dr. West was holding a sign that said “Poverty is the Greatest Violence of All.” He was arrested #OWS #OccupyWallStreet #oo Zuccotti Park",1321445820,"dr","1.0","1.0",3,"07:17",,
"@erickeating If you lay down and go limp it will take three cops to arrest you. 1000 ppl in park means 3000 cop actions 2arrest #ows #occupy",1321447260,"limp","-0.16","0.39",3,"07:41",,
"#OccupyOakland Veterans Camp was raided at 10pm. Two of our Veterans were arrested. #OO #OWS #p21",1321452480,"veterans","0.0","0.0",21,"09:08",,
"Wow! We're going to need a Vet march on DC! rt .@OakFoSho #OO Veterans Camp was raided at 10pm.2 of our Veterans were arrested. #OO #OWS",1321452660,"veterans","0.0","0.0",2,"09:11",,
"[VIDEO] Occupy Melbourne: New #OWS arrests in Australia http://t.co/1wk7zJUm",1321454100,"melbourne","0.14","0.45",15,"09:35",,
"worth noting that -24 state troopers- arrested 3 protesters last night at #occupyalbany #ows",1321456140,"noting","0.09","0.35",6,"10:09",,
"Journalists arrested as Occupy Wall Street is cleared http://t.co/aKYNwoGO PEN calls for greater press freedom http://t.co/tky501qs #OWS",1321457880,"pen","0.5","0.5",2,"10:38",,
"NYC CM Rodriguez: I was detained for 17+ hrs after #OWS arrest, denied access to attny til just b4 release last night. Press conf at noon.",1321461600,"attny","-0.03","0.1",3,"11:40",,
"If journalists were arrested at a demonstration in China, the United Nations would have denounced them by now. http://t.co/7ivKU2Cu #ows",1321462920,"denounced","0.0","0.0",2,"12:02",,
"Total of about 240 arrests made yesterday, many injuries #ows cc: @OccupyArrests",1321463160,"injuries","0.25","0.62",167,"12:06",,"Total of about 240 arrests made yesterday, many injuries #ows cc: @OccupyArrests"
"15 #occupyarrests at #occupycincy this morning. Today's total: 15 #ows #oo #occupywallst #occupyseattle #opdx http://t.co/JeQXprFM",1321463820,"occupycincy","0.0","0.75",8,"12:17",,
"Total of about 240 arrests made yesterday, many injuries #ows cc: @OccupyArrests",1321463820,"injuries","0.25","0.62",167,"12:17",,
"Congratulations @MayorSamAdams @jeanquan @DHSgov @MikeBloomberg! You've now made 4k plus @occupyarrests, topping post 2009 Iran elxn. #ows",1321464000,"elxn","0.0","0.0",10,"12:20",,
"U.S. journalist arrested at #OWS crackdown despite identifying himself as reporter (with video) • http://t.co/tkDXwbXo • h/t...",1321464480,"identifying","0.0","0.0",2,"12:28",,
"Bloomberg said police would arrest #OWS activists who lied down at Zuccotti park. Need 2000 protestors for SLEEP-IN. Let them arrest us all!",1321465500,"arrest","-0.11","0.28",5,"12:45",,
"@an0nyc FYI the @OccupyWallSt account isnt the actual #OWS, that one is @OccupyWallStNYC and am wondering if they got arrested",1321467420,"isnt","0.0","0.1",5,"13:17",,
"A detailed but poorly written @AP story on journalists arrested while covering the #OWS eviction: http://t.co/TxmTzuVd (h/t @mhkeller)",1321467480,"detailed","0.4","0.75",4,"13:18",,
"Journalists arrested and obstructed again during #OccupyWallStreet eviction - Reporters Without Borders (http://t.co/e0wjhJBs) #ows",1321470060,"borders","0.0","0.0",3,"14:01",,
"Occupy in San Fran raided a few hours ago, arrests, tents taken down at one site. http://t.co/lp7ErGbr #OWS",1321470060,"fran","-0.06","0.39",6,"14:01",,
"Specifics on journos covering #OWS who were arrested from Committee to Protect Journalists http://t.co/4Oqtbldm HT to @Poynter",1321470600,"specifics","0.0","0.0",14,"14:10",,
"OSD got raided last night, 12 arrested - at Harbor Drive at Star of India right now - http://t.co/VzB3EnYy #occupysd #ows #occupyla",1321471020,"harbor","0.13","0.32",8,"14:17",,
"Update: 10 journalists have been arrested at Occupy Wall Street in last 24 hours. Total since Sept. around US = 23 http://t.co/Rx4zqCJF #ows",1321471200,"sept","-0.01","0.42",23,"14:20",,
"CONFIRMED: At least one additional arrest moments ago at #Zuccotti.. Crowd jostles against riot police.. #OO #OWS #OccupyFoleySq #Foley",1321471620,"jostles","-0.05","1.0",21,"14:27",,
"The @AP scolded its reporters for reporting too quickly on Twitter on the #OWS arrests: http://t.co/41cEceCx",1321473960,"scolded","0.0","0.0",2,"15:06",,
"AP staffers tweeting about #OWS arrests are told to “knock it off” http://t.co/4OKYNJ7M via @Poynter",1321474200,"staffers","0.0","0.0",16,"15:10",,
"@MikeBloomberg Thanks for abusing, illegally arresting and violating rights of journalists. It helps #OWS #occupywallstreet gain credibility",1321474620,"abusing","0.0","0.0",3,"15:17",,
"If you find it outrageous that there have been 4049 #occupyarrests yet 0 Wall St. arrests: #N17. #OWS #OO #opdx #OccupyDenver #OccupySF",1321475580,"outrageous","-1.0","1.0",43,"15:33",,
"AP chews out its staffers for reporting the news of their #ows arrests on Twitter: http://t.co/FfZDXPoG /via @romenesko",1321476420,"chews","0.0","0.0",7,"15:47",,
"UPDATE: NYC Councilman 'finally free' from custody after being arrested at #OWS raid yesterday @ydanis @jamaanewilliams http://t.co/SOIFjqVn",1321476840,"custody","0.0","0.0",52,"15:54",,
"Video: NYPD arrests peaceful #OccupyWallStreet Supporters http://t.co/87rECOvs #ows",1321477020,"supporters","0.25","0.5",2,"15:57",,
"Great link - tracking journalist arrests at #OWS #OccuppyWallStreet Protests Around the Country http://t.co/I5PLTQ5P",1321477080,"tracking","0.33","0.67",5,"15:58",,
"The press isn't forgetting the journalists arrested in Zuccotti Park theatln.tc/sNRrgj #OWS",1321477260,"forgetting","0.0","0.0",4,"16:01",,
"VIDEO: Our report filmed last night as #OWS protesters return to Zuccotti Park after 200 arrested. http://t.co/uY2KNPNZ",1321477620,"filmed","-0.03","0.1",32,"16:07",,
"Reporters Committee signs online petition against arrests of journalists covering #OWS protests. http://t.co/6YLeo94c @jcstearns",1321481280,"committee","0.0","0.0",2,"17:08",,
"Reporters Committee signs online petition against arrests of journalists covering #OWS protests. http://t.co/mW2qTP3z @jcstearns",1321481280,"committee","0.0","0.0",2,"17:08",,
"UCPD is threatening #occupycal campers with arrest now! Please come out and support! /per @calcamonia @reclaimuc #oo #ows #berkeley",1321481460,"ucpd","0.0","0.0",9,"17:11",,
"At one police plaza to pick up my stuff. NYPD has a seperate line for those arrested at the park. They're making us wait in the rain. #ows",1321481580,"seperate","0.0","0.0",9,"17:13",,
"Note NYPD matter-of-factly grabbing the @nydailynews reporter's notepad as they arrest him. http://t.co/iTwsr3vv #OWS",1321481640,"notepad","0.0","0.0",3,"17:14",,
"http://t.co/o1Wr22b1 More on arrests of journalists in Zucotti Park (including TVNZ shooter) #ows",1321482120,"tvnz","0.5","0.5",3,"17:22",,
"Video of police arresting New York Daily News reporter, taking his notebook during #ows showdown yesterday. http://t.co/tZeJ3Hh8",1321483440,"notebook","0.07","0.23",2,"17:44",,
"Imagine if 4,000+ Tea Party protesters had been arrested. Outrage in the media would have been justifiable, but it's non-existent for #OWS",1321483800,"justifiable","0.0","0.0",52,"17:50",,
"@ChrisCQuinn says that she met with ray Kelly this morning and demanded answers to why he was arrested injured and denied counsel. #ows",1321483800,"counsel","0.0","0.0",2,"17:50",,
"Humboldt Occupier on 33 arrested in Eureka, the Federal Reserve, and more... http://t.co/32nbPrdQ #OccupyWallStreet #OccupyHumboldt #OWS",1321485840,"occupyhumboldt","0.5","0.5",3,"18:24",,
"Let's not let the arrests of our comrades worldwide be in vain. Into the breech once more! Fear not #Love wins #OccupyLouisville #OWS",1321485900,"breech","0.5","0.5",7,"18:25",,
"In case you forgot: List of 50-plus journos arrested at 2008 RNC in St Paul MN: http://t.co/fqfWgSvO #PoliceState #ows",1321486560,"mn","0.0","0.0",2,"18:36",,
"Councilman @ydanis Rodriguez is calling for an investigation by the @ManhattanDA into his arrest during #OWS eviction",1321488720,"investigation","0.0","0.0",5,"19:12",,
"Those arrested are being released and filtering back to Zucfotti Park. #ows",1321489980,"zucfotti","0.0","0.0",2,"19:33",,
"@AyeshaKazmi @timeoutcorner This is odd, 2. DHS arrest photog at occupy camp, but say it was unrelated to #ows http://t.co/OeyNidao",1321491420,"photog","-0.17","0.25",2,"19:57",,
"People rally to defend #freespeech against illegal mass arrests, #police assaults #ows http://t.co/WHGl2QfW",1321492800,"freespeech","-0.5","0.5",2,"20:20",,
"My old pal Dan Ellsberg spent night in tent at Berkeley Occupy, risking arrest yet again: http://t.co/lp7ErGbr #OWS",1321493460,"pal","0.1","0.2",13,"20:31",,
"CM Rodriguez says he went to #OWS Tuesday a.m. not wanting to be arrested -- and even wore a suit! http://t.co/nZd5QAtt",1321495380,"cm","0.0","0.0",3,"21:03",,
"Regardless of your opinion of #Occupy movement, arrest of #journalists at #ows is scary. http://t.co/oYcllOb0 #occupyvermont #btv #vt",1321495440,"btv","-0.5","1.0",2,"21:04",,
"Hispanic male from the #OWS movement shot the White House and has been arrested. Here's his pic. http://t.co/fIyCjNwO",1321495800,"hispanic","0.0","0.05",4,"21:10",,
"Pancho was arrested while meditating @OccupyOakland. Now he could be deported. http://t.co/vLvgi6Yr #oo #ows #occupyICE",1321497540,"occupyice","0.0","0.0",14,"21:39",,
"Video of #OWS eviction, including NYPD officer shoving me (30 sec in): http://t.co/AYIsGg6q (via @NewellNYC, who got arrested)",1321497720,"shoving","-0.1","0.6",4,"21:42",,
"Camping out in advance of #Twilight movies = ok. But camping out for #democracy and #justice = riot cops, tear gas and arrests? Got it. #OWS",1321498800,"camping","0.5","0.5",40,"22:00",,
"Free speech champion Michael Bloomberg arrests 10 journalists at #OWS. http://t.co/bHmdkRcz",1321500660,"champion","0.4","0.8",11,"22:31",,
"Dear TPM: The police aren't harassing #OWS if they come to arrest somebody who shot at the White House. http://t.co/zdBBoPr8",1321500720,"tpm","0.0","0.0",2,"22:32",,
"#OccupyCal protesters put up tent inside B of A branch. Cops give notice there will be arrests if they don't leave #OWS #OO #OccupySF",1321501080,"branch","0.0","0.0",10,"22:38",,
"R @pixplz: Cop on mic says BofA has signed a citizen's arrest, tells occupiers leave or get arrested. #occupySF #OWS http://t.co/3GG82iX6",1321501440,"signed","0.0","0.0",2,"22:44",,
"Including today's 7 #occupyarrests at #occupysf today's total now at 23 #ows #oo #occupycal #occupyoakland #occupywallst",1321502100,"occupyarrests","0.0","0.75",8,"22:55",,
"#OccupyPortland protester arrested after tossing incendiary device at cops http://t.co/6XtIpLuJ #tcot #tlot #sgp #ows #ocra",1321502460,"incendiary","0.0","0.0",24,"23:01",,
"NOW police attacking #occupysf protesters after this morning's eviction. Unknown # of #occupyarrests #ows #oo #occupywallst",1321503780,"unknown","-0.1","0.6",17,"23:23",,
"#OccupyWall Street / #Occutard arrests now at 3,658 http://t.co/ocf1wGMB #tcot #tlot #sgp #hhrs #ocra #ows #licecheck",1321504260,"licecheck","0.0","0.0",6,"23:31",,
"#OccupyColumbia (SC) protesters being arrested - watch here: http://t.co/x06BuzVg cc: @OccupyArrests #OccupyArrests #ows",1321504680,"sc","0.0","0.0",7,"23:38",,
"Portland police scuffle with, arrest protester from Portland State University student march | http://t.co/cioVnS4A http://t.co/fJr7iDlH #OWS",1321504980,"portland","0.0","0.0",2,"23:43",,
"Society of Professional Journalists condemns arrests of journalists at #OWS protests http://t.co/pvJodlUM via @spj_tweets",1321505340,"journalists","0.1","0.1",7,"23:49",,
"Society of Professional Journalists condemns arrests of journalists at #OWS protests http://t.co/pvJodlUM via @spj_tweets",1321505340,"journalists","0.1","0.1",7,"23:49",,
"Is the the #BankofAmerica still occupied? Yes. And cops are starting to arrest occupiers. #SF #occupySF #occupyCal #occupybanks #OWS",1321505520,"occupybanks","0.0","0.1",14,"23:52",,
"Takes four SFPD to drag out one woman non-violently resisting arrest at occupied BoA #occupySF #OWS http://t.co/LYDnK8ZG",1321505640,"sfpd","0.0","0.0",11,"23:54",,
".@pixplz reports that police are now making arrests of #OccupySF protesters in BofA. #OWS",1321505760,"bofa","0.0","0.0",6,"23:56",,
"Watch cops arrest protesters in SF at Bank of America http://t.co/d6q2IHBl Unfortunately, the stream is from ABC #OWS #Solidarity",1321505880,"unfortunately","0.0","0.0",7,"23:58",,
"#ShowPlug 3: NYC Councilman @Yadanis Rodriguez beaten up, arrested @ #OWS detained for 17 hours, finally out, joins us here",1321506000,"showplug","0.0","0.0",52,"00:00","Thu, November 17, 2011",
"The reason why Bloomberg censored media + arrested reporters at 1am #ows raid? Listen to the screams from brutality: http://t.co/2oUoHHkV",1321506120,"screams","0.0","0.0",11,"00:02",,
".@OccupyColumbia being evicted. 23 arrests thus far. Gov. Haley says occupation needs a leader, sends letter http://t.co/bOXW3i1F #OWS",1321506480,"haley","0.1","1.0",6,"00:08",,
"So lots of people in San Fran are being arrested as i type this tweet. They have done that for you. Heroes. #OSF #OWS",1321507440,"fran","0.0","0.0",4,"00:24",,
"Current Total Occupy Movement Arrests: 4049 arrests by #Occupy protests. #OWS #AnonCorpWatch #ACW",1321507860,"acw","0.06","0.57",6,"00:31",,
"In order for #ows to avoid arrest they just need to bankrupt people and foreclose on their homes. @OccupyWallStNYC",1321508040,"foreclose","0.0","0.0",23,"00:34",,
"I thought the arrest of many #OWS direct action folks might hamper the motivation for tomorrow's plans but people here are ready to go. #N17",1321508220,"hamper","0.27","0.47",11,"00:37",,
"@whitehouse it is disconcerting that DHS is arresting Americans while there is no one from government at #ows PROTECTING rights.",1321508820,"disconcerting","0.0","0.0",2,"00:47",,
"Freedom of Speech? You're free to say what your slavemasters allow you to say. go against the system and you're arrested #OWS ~ James T",1321508940,"slavemasters","0.4","0.8",2,"00:49",,
"Peaceful #OWS protester arrested after threatening to peacefully burn down NYC. http://t.co/AxuohcB5 #tcot #p2 #oo",1321509120,"threatening","0.07","0.39",5,"00:52",,
"If police arresting #occupysf protestors @ #BofA can b anonymous (w/o badge #s), the internet should remain anonymous too #SOPA #ows #oto",1321509300,"anonymous","0.0","0.0",2,"00:55",,
"My friend S has taken this picture from inside BoA at #occupySF and says cops are still arresting people. #ows http://t.co/ZWIZ6oQU",1321509780,"boa","0.0","0.0",3,"01:03",,
"@MMFlint Plz be aware SC Gov Haley ordered State Police to shut/arrest Ppl at #occupycolumbia at 6:00 PM tonight. #OWS",1321510200,"haley","0.25","0.25",10,"01:10",,
"About to go on #countdown with @keitholbermann to talk about my arrest and the #ows movement",1321510260,"countdown","0.0","0.0",6,"01:11",,
"#OWS Protester arrested for terror threats... http://t.co/6YKQDU4Y #nyc #ac360 #cnn #tcot #tlot #tiot #sgp #twisters #anystreet #cbs #abc",1321510680,"anystreet","0.0","0.0",2,"01:18",,
"And we are at 50 PEACEFUL protestors arrested - #OccupySF #OWS http://t.co/mGktaBR0",1321510740,"occupysf","0.25","0.5",2,"01:19",,
"Zuccotti Park protester arrested for terrorist threats http://t.co/9BK0SeMK #OWS #tcot #p2",1321510860,"threats","0.0","0.0",3,"01:21",,
"Photo: protesters in tent outside BoA, waiting to be arrested http://t.co/D72ft4fa #OWS @OccupyFDSF",1321510980,"boa","0.0","0.05",11,"01:23",,
"55 ppl have now been arrested at the BofA #OccupySF is at... Looks like there is ~27 more ppl queued to be arrested. Total will be ~82. #OWS",1321511280,"queued","0.25","0.62",2,"01:28",,
"Tent inside bank of america is still up . SFPD continues to arrest people #occupysf #occupyoakland #ows #oo http://t.co/bbTmYhV9",1321511340,"sfpd","0.0","0.0",3,"01:29",,
"SFPD officers have arrested 60 from an #OccupySF protest at a FiDi Bank of America ( #BoA ) branch. 30+ protesters still inside. #OWS #OpESR",1321512060,"fidi","0.0","0.0",5,"01:41",,
"At #BofA cops still bringing people out slowly Stand up for Your Rights playing outside as people cheer each arrestee #OWS #OSF #OccupyCal",1321512840,"arrestee","0.0","0.05",2,"01:54",,
"Cops just arrested @kendrayukiko who along with dozens who occupied #BofA in #SF. #BankofAmerica #occupySF #occupyCal #occupybanks #OWS",1321513080,"occupybanks","0.0","0.0",3,"01:58",,
"Let's see how the 6:00 news spins this - occupy boa arrests continue #occupySF #ows http://t.co/LYDnK8ZG",1321513200,"spins","0.0","0.0",2,"02:00",,
"There were some who were arrested still in jail. NLG says they've been detained for 36 hours. #ows #nycsc",1321513200,"detained","0.0","0.0",4,"02:00",,
"BREAKING: At least 70 #occupySF protesters arrested at a Bank of America branch by San Francisco Police. #OWS",1321513620,"branch","-0.5","1.0",11,"02:07",,
"My 33rd birthday is tomorrow. Am I going to get arrested? #N17 #ows #NYPD #policestate",1321513680,"birthday","0.0","0.0",3,"02:08",,
"SFPD is about to arrest the tent occupants inside bOFa #ows #occupysf #oo #occupyoakland http://t.co/JDdsx8hm",1321513680,"sfpd","0.0","0.0",13,"02:08",,
"BREAKING: At least 70 #occupySF protesters arrested at a Bank of America branch by San Francisco Police. #OWS | rt @MachahirNews",1321513920,"branch","-0.5","1.0",5,"02:12",,
"Crowd starting to assemble again. Chanting. Cheering when each arrestee is brought out. #occupySF #occupyoakland #ows http://t.co/hX2l3mTI",1321514100,"arrestee","0.0","0.1",2,"02:15",,
"#OWS protester arrested after threatening Molotov cocktail on Macy's http://t.co/SJu1Nxfh",1321514280,"cocktail","0.0","0.0",7,"02:18",,
"#NYPD arrests my cameraman | http://t.co/IAtlQb19 via @CactusPaddles #OWS #OccupyUSA #OccupyNY #OccupyTogether #The99 #15O #GlobalChange",1321515540,"occupyny","0.0","0.0",8,"02:39",,
"Guy who has been arrested for #OWS a lot wants more ppl to be on the front lines with them #nycsc #ows",1321516800,"lines","0.5","0.5",3,"03:00",,
"Announcement: If you are arrested tomorrow, please call (774) 257 4697. This number will be constantly monitored by the NLG #ows #nycsc #N17",1321516920,"monitored","0.0","0.0",39,"03:02",,
"MT @jopauca: If you are arrested tomorrow, please call (774) 257 4697. This number will be constantly monitored by the NLG #ows #nycsc #N17",1321517460,"monitored","0.0","0.0",14,"03:11",,
"MT @jopauca: If you are arrested tomorrow, please call (774) 257 4697. This number will be constantly monitored by the NLG #ows #nycsc #N17",1321517460,"monitored","0.0","0.0",14,"03:11",,
"MT @jopauca: If you are arrested tomorrow, please call (774) 257 4697. This number will be constantly monitored by the NLG #ows #nycsc #N17",1321517460,"monitored","0.0","0.0",14,"03:11",,
"#OWS Police dismantle part of Occupy SF, arrest seven: Police raided a section of the Occupy San Fran... http://t.co/czJ5RAUq #OccupyUSA",1321517580,"fran","0.0","0.0",2,"03:13",,
"“@RealTimeWWII: 3.30AM German authorities are raiding Prague universities to arrest students who protested yesterday.” whoa #ows #OccupyCal",1321517820,"prague","0.0","0.0",4,"03:17",,
"5 #occupyarrests at #occupypgh this morning puts today's total at 118. #ows #oo #occupycincy #occupysd #occupywallst http://t.co/vIhJxiZ1",1321518420,"occupypgh","0.0","0.75",2,"03:27",,
"Occupy Wall Street: NYC Council Member Ydanis Rodriguez on his arrest and unwavering conviction to keep fighting http://t.co/bddzfclf #ows",1321518900,"unwavering","0.0","0.0",3,"03:35",,
"100 arrested in San Francisco Bank of America branch as tuition protests meet #OWS. http://t.co/p0ZeJXcF",1321518900,"branch","0.0","0.0",10,"03:35",,
"-N17 LEGAL INFO- If you are arrested tomorrow, call (774) 257-4697. This number will be constantly monitored by the NLG #ows #nycsc #N17",1321519800,"monitored","0.2","0.2",9,"03:50",,
"#occupytampa have arrests on the ground and people are being trespassed for being on the sidewalk by the parking garage. #ows",1321519980,"trespassed","0.0","0.0",2,"03:53",,
"Including today's 118 #occupyarrests global total now 4167 @allisonkilkenny @MotherJones @AP @thenation @OccupyWallStNYC @salon #ows #oo",1321519980,"occupyarrests","0.0","0.38",13,"03:53",,
"They have arrested a legal observer at #occupytampa #ows",1321519980,"observer","0.2","0.2",8,"03:53",,
"Amazes me that Bloomberg blacks out the press, arrests reporters, beat protesters and the Wash. Post calls us an infection! #ows.",1321522260,"infection","0.0","0.0",8,"04:31",,
"I am itching to join #OWS tomorrow, but can't risk getting arrested or knocked to sidewalk at #27wks #pregnant. Can't trust the cops.",1321522740,"itching","0.33","0.5",8,"04:39",,
"Total of #Occupyarrests is @ 4,167 right now, I have a feeling that by this time tomorrow it will be over 5,000. #OccupyWallStreet #OWS",1321522860,"occupyarrests","0.14","0.64",3,"04:41",,
"Final count: 89 arrested at #makebankspay action in SF! #occupySF #occupyCal #occupybanks #ows",1321524000,"makebankspay","0.0","1.0",2,"05:00",,
"#OWS NYC Council Member Ydanis Rodriguez on his arrest and conviction to keep fighting http://t.co/Wi0ASucU via @CountdownKO",1321524240,"conviction","0.0","0.0",3,"05:04",,
"To reiterate, a second NYC elected official, District Leader Paul Newell, was arrested during the Zuccotti raid. http://t.co/vXCEOvlf #OWS",1321524660,"reiterate","0.0","0.0",23,"05:11",,
"@Johannaclear Take down this number in case you're arrested: 212-679-6018 http://t.co/0AuU8nRw #ows",1321526160,"arrested","-0.11","0.28",6,"05:36",,
"BREAKING: San Franciso police arrest 100 in Bank of America protest. #OWS",1321527120,"franciso","0.0","0.0",25,"05:52",,
"A total of 95 people were arrested at the Bank of America on Market Street and there were no reports of injuries. #occupy #OccupySF #OWS",1321527540,"injuries","0.0","0.75",30,"05:59",,
"missing GA @ #occupyoakland, just got out of jail, 1 of 89 arrested for Occupying #BofA at #makebankspay in SF #occupycal #occupysf #ows",1321527600,"makebankspay","0.0","0.0",6,"06:00",,
"Luv the way folks in SF Occupied Bank of America.. They set up a tent inside the bank.. shut down California St for hours.. 95 arrested #ows",1321528260,"bank","-0.11","0.28",51,"06:11",,
"SDPD arrests people for standing on the sidewalk, taking video? http://t.co/EpbZla9D #OWS #OccupySD",1321528620,"sdpd","0.0","0.0",2,"06:17",,
"BREAKING: Dallas Police gave 'last warning' to media to leave #Occupy camp or be subjected to arrest. #OWS",1321529640,"subjected","0.0","0.0",26,"06:34",,
"15 mounted police using #LRAD on #OccupyDallas camp. 75 police in riot gear. Reports that mounted police will begin making arrests. #OWS",1321530720,"mounted","0.0","0.0",2,"06:52",,
"Friends, please stay safe. If arrested, call 212-679-6018 for NLG. Shout yr name. 774-257-4697 is #ows jail support. #n17",1321530960,"shout","0.5","0.5",28,"06:56",,
"so apparently #occupyDallas is being cleared out at the moment. They're making arrests. No media allowed #ows",1321531680,"occupydallas","0.0","0.0",4,"07:08",,
"real #journalists would get themselves arrested to cover the #OccupyDallas raid #OWS, but the corporate owned #Press does what they're told",1321532100,"owned","0.03","0.16",14,"07:15",,
"BREAKING: Dallas Police making one arrest right now of an #Occupy camper who refused to leave. Hearing now multiple arrests happening. #OWS",1321532400,"camper","0.14","0.27",16,"07:20",,
"National assault continues. #OccupyDallas eviction attempt underway. Multiple arrests. http://t.co/scn2TE94 #OccupyWallStreet #ows",1321533120,"underway","0.0","0.0",9,"07:32",,
"-UPDATE DALLAS- At least four confirmed arrests. Massive police presence remains. @OccupyDallas #occupydallas #ows",1321533480,"remains","-0.03","1.0",8,"07:38",,
"BREAKING: At least 15 #OccupyDallas protesters have been arrested by Dallas police. #OWS",1321534380,"dallas","-0.5","1.0",18,"07:53",,
"@MachahirNews BREAKING: At least 15 #OccupyDallas protesters have been arrested by Dallas police. #OWS",1321534500,"dallas","-0.5","1.0",3,"07:55",,
"Reports say the raid on #occupydallas is over. Riot Gear police have left seen, but police are still present. 15 reported arrests. #ows",1321534920,"reported","0.0","0.0",2,"08:02",,
"Reports say the raid on #occupydallas is over. Riot Gear police have left seen, but police are still present. 15 reported arrests. #ows",1321534920,"reported","0.0","0.0",2,"08:02",,
"#occupiers today is day 62 of the Occupation. There have been 4167 arrests so far. We are winning. Happy #n17 ! #occupysf #ows #oo #occupy",1321536360,"winning","0.47","0.92",7,"08:26",,
"If the Associated Press scolding journalists for tweeting too quickly about #ows arrests is a hint....then yup, we need #newmedia",1321538940,"scolding","0.0","0.0",4,"09:09",,
"NY police arrest #OWS protester threatening to burn city http://t.co/kdkbtxWH",1321539900,"threatening","0.0","0.0",7,"09:25",,
"Police just threatened @OakFoSho with arrest for filming raid on #OccupyCal b/c he's not #UCBerkeley student: http://t.co/CCU3DH4L #N17 #OWS",1321548540,"ucberkeley","0.0","0.0",7,"11:49",,
"Live/RAID #OccupyCal students arrested, watch @OakFoSho http://t.co/36jzeoEb #OccupyOakland #ows",1321548720,"students","0.0","0.0",2,"11:52",,
"NLG now telling everyone the number to call if they're arrested. About 200-300 people here #OWS #N17",1321548720,"nlg","0.0","0.0",5,"11:52",,
